SP ID,Skills Programme Title,NQF Level,Credits,Attachments
SP-220303,Counterbalanced Lift Truck Driver F1,3,20,"SP Curr Counterbalanced Lift Truck F1 Driver 3 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/AJPD50NKEEhBlCz4vKkoyg/60jc0ouj-EWCAm6JqUOg90vUpRBK-aZIZa2mtMG5wNKLdgOF1oklVaYb6J3I_wwPLn_ZDuzfDlaPXZeZk6TSmpMN-UHbpXhq32C0yIO8VAZL8dKQoBhy17Zps1aBEOlaFIqo3CRq3ik5XpfaT5f4qOkci-U88OdHH53v-elhSFxNQ8bxzCZME4dpkt8afuLe/Fa-bsLFZdNpKDe0L9Po_TiKU7ab7VLp3ZQVmN4_JZxg),SP Doc Counterbalanced Lift Truck F1 Driver 3 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/oCiAKs6wNdcMDZM2zKpq6g/j3n3BiosjKzsEFrXDytnqxZXworde_yjYhJv1IbyBBybi-7PitWLHJEltOf-o27sAhjyxWgiSXLeLBONwgmBbG75eEpSQlaQSHC2QOVFXoPpW0QsRUdB5_J2Oxwlruo5uUvHXtjVJGVIBStpgmwhly7voFLndkD4ProFnNTuRKoQIjpVPcTRS2uHwHW51OcZ/JLRyDLfs3JO7pfWx5HFW81vy4sghQBmwSE60ys_W5IA)"
SP-220304,Counterbalanced Lift Truck Driver F2,3,20,"SP Curr Counterbalanced Lift Truck F2 Driver 3 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/MFBEp6_uz5nxDefFvPsPvA/HoR1luLwNMcD5GpVsGkgibQEup2Mjp1BJf4pc7-jmt3Q3PPGGowa9SDuQ1kPE-fIiOhreJI3Vpnj4iL13p6M39MVbrcOiGRZjvw1H9oY_wg96WSd4QNUCS8VEEpC6oVfzAIizrzIu_cQ77bvPkYnOGJ5yjGWqNpp_VZbKYwRaOTDFHseCFEULfZSjBni2L78/ji5Lqo--I6jeQl9yqjaZLlLWiR-EICi23y09tHolB-w),SP Doc Counterbalanced Lift Truck F2 Driver 3 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Zfc5LOy2K3M64CJPsENEPw/RNos5tjk9hxtx7Ew6iQhSbQHhhthkXqF1E2o5lC3uc7tuxZ-hUFbXhkZnGicOe_4Q04i2CJ0D_gUOEWAe-UpdYATRkDb5VFS9a5u_fUNREQaqi4E_GlAuDWWYjDYyICmf1MCMnK4kBVfkISCCIiAQ-1pnAfrZnhbGcHBs6u4o8OmON28_I9rNQ9DkLMkNZ9y/qkYPmXuePT3WFx0YQsRK3gc4-U1K635R3hANJDpzaQM)"
SP-220305,Counterbalanced Lift Truck Driver F3,3,20,"SP Curr Counterbalanced Lift Truck F3 Driver 3 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/O4Al0NrR6KRHDlybaEgVlQ/yyZxhprAM4lq57qfu-c657JrRULDvwEkwxtD00T6V9a8roZa9OsL3XUmgNNydpFRJFWZliXEft4lhpkhN2ItflNyhA1cgpjbl1wr78CCfRKrmmtVr4SvxSrLn7_AY7fHdQO3TJjAsrqYC_43jq7Nx3gsW5RjSBwWZcQnEwUgazXuJJMy0DiuW7FOGE7Wju0R/okw1EE13_Wp02aHD3N90nrowUfvy4zDfh-PDLpBQR8w),SP Doc Counterbalanced Lift Truck F3 Driver 3 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/sSIa5i8jeU8oamct-f82CQ/6Rk00B1TdGPGM9JgvKNgoJhxGehePvoH2BpdM6UFAtWvy4ucRXEjIab8W33Lcnfwz11xRrZwPZ2U98Nq742CmnRLHqi4DC7b0lnnsvhPNe0ry4TuQAaDPQUu2vRC05fFfIR94z5xtCGNWR7shL_Jn3C1O9l5peAUzkeIp6PGrx2NEdCUPu6YNbuU2Z7kkWBJ/bZEBianTQ7T8aF_LsghAP2TIlmMBVmZkVdfuY1Yu05I)"
SP-220306,Counterbalanced Lift Truck Driver F4,3,20,"SP Curr Counterbalanced Lift Truck F4 Driver 3 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/4nqKuY1TzLpfMVvIqrWm6w/5hDaMZsvp6-6awlQvIHFIgCf5-OlsRJLXzVz4TiJ-9JbGhJveJJ5JHCcVQvwVWe9H97xDW8peQ-t8hzlrAS-344nVNHrqt2c_mcfqgCkK_v5AZDXRRLI7wSMWlCUScxtAvYN6mLL9Ww1n8gI4fLBZ1jgfBN5r9pDWM0MAurCH0Fhrjbr_oLUbsxHa4qO3NEU/0iWJE6BDNEbl0xDTUIWJDdxCWrBp3YMRB1ickVDlOpo),SP Doc Counterbalanced Lift Truck F4 Driver 3 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/GEleOHhxXrrHA2ZpnnbD0g/a7ZJDpxzMX7Hj0GRdoVjUTZbrQCukZQbgQ-iInKp69nEhOf8XF2efVhKpd5j-TRUSVadxAs0hfOPaenlh-6metPwPJhSzyFB08Kijkp-J9O8PIMyfwpg71Fwp7-4Bew7YrpcrCrt_t0v2-IS1UmgTQkXLXi_N6WcP2p5vKBKRrGf-GzVTj_cX3GsYlFC65NO/3WjRW76rcSTG0E58HW1D6ErtQHYwKNGkN0o3dDnK9Fw)"
SP-220805,Covid-19 Vaccine Demand Creation and Community Advocacy Practitioner,3,15,"SP Curr Covid 19 Vaccine Demand and Community Advocacy Practitioner 3 15.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/TFVohKqrZOP1-fCkruOq9Q/av8iqiXA4bpAXNQvDL4ZNFqEgFRmWNImudaJXgtBF8ArwGcl3i53WYHMA0pGyKUOM5R8QBrwG8mkkVr5N85YO6ZtFc2WygY-_07dom4vmNq4cIp9KwHy8jdsJpAS6z1guylr5DcHs_Am3DAsl_Am2OJgTHI5eae0yB1Y8Z0he510bHG00oEFdVWugb-uzEDrkq5_66U_nBmlV45CfRYbIA/LMTLiH35q5JeFXo4reUqrHVojQMXuVcyU_-VvXBPfvA),SP Doc Covid 19 Vaccine Demand and Community Advocacy Practitioner 3 15.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/aOsTCFRW0q6puVtd0cj5_g/pZ7OR4Jt7pf7k27sUUZxCuaQDHeP_QWwo4FoaM-Y8bRMFIw7DC_9YGMhku5lfX6ydLSq4LmEVaUvgy-rvIBYDEj-8ApdrpzdnLaBWud2FpJeuhd4ae9mnWl8MUOOCIAn2MWevSKNC3jy5ARsAtjxz-Ph6D1x1CvATA4rxqYxHCK1C8lYy6J64vi_etFNO0_0a_Q9DRDlaGNmovU7bzVT6A/SzizKcdCB529ueli4zP0WignaxjHsjFnQzgD4qr2Brw)"
SP-250102,Crushing Plant Operator,2,24,"SP Curr Crushing Plant 2 24.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/a2npQtcdQSoFGtrPHMeb7Q/oujkVd71DNj0lsia62AFt5YnJT5Cp0yzY8bUahOGCnf-SY9Z0VAF9DWAi6eOsYnrQwQ-exevG35fuhVgMUONOwjVeA60XwRafDQvStvdZNtxZX-W6HnfgjkRdjTylcws6GP0JxNub7FGw_d6j_x_ZosTnP3kjgmiaqFu8TmDXCms_RgRJ2l6jYp8O8aPPRN4/xwIIuMQ1GMR9tSbel9YFC4wV6D0wUxGLZ483z5vnoCU),SP Doc Crushing Plant Operator 2 24.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Mwe6N3DSEkkF8c7bkw0YMw/qTfIkxDVIVChLR4822dvc_fDlOX2KdDhPX-ECW0TLU1SS5vwZ8jWviH6epgohOQG5zYzKrEFkMaGN6WCdAo2j6rNfApYXS5BOW0V2xe5xoHRSaE-BnvcNk_3OGerhkQtdNkrnPzneZVhd20RgzcOYT5DfxZXbuzuPz5xAcqjJvsWLorQou67SNPsK3Yz1hdw/tdE3mY-kWW9Hx41nt5amFcaZkPMjEXtzbKSY0wF0yew)"
SP-220801,Dam Siltation Manager,8,60,"SP Curr Dam Siltation Manager 8 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/0-rDrdzRKV6U81eGLZOQ1A/Px2r016jVLPzIOMvM0mXTD_Nub4fuD1OHmAdKTd6iGYIrm6xPLwAFP1qBFNmL4M99bn1ErVh7JjbL9tWOD6IWBWWAlhUN_qPObZRsuDAIMhQ3bDGtWQ_5aBWVuZV64QoCnS6EV3VoBt1eOm2klvHG1mGHn5H7ZXASoxf1P658I6_thHYJLx0DCgIcpAE6K06/oztF_4NJL6fbIV6w5FN_nvC2p20EZEaQzugdlVtETns),SP Doc Dam Siltation Manager 8 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/RLE3Mcir2eiiB8DSQa2TOg/uBxc2O0lGRt_tJxxhVXUt9FmwXgLWzZXLil9II3ErjyC6cs0ODq1S44rAhWHAT1iTVsdUod_KxI_DBDHvMtlAvWvb9ODR0vip4ux5-idlM971-qvvBHGja_ivSN8Mo8qzFVTQ3KVkoKnxfK3SxJopZVEzRBdWUnQTN-gyik-_Oz3_bZr4wgPcX13Yjm2eBmF/aeZ9yRCWXxgHKLO8iI6d3Pkfp6zCQJteSJ2NC8Bmu9o)"
SP-220803,Dam Siltation Practitioner,5,60,"SP Curr Dam Siltation Practitioner 5 60_8057.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/LnYb-faBwSZlAR9ewfK83w/qA5lfGATRxkt1WKdDRDlHlOoLQLPIllZ2fCxhd3EQbi-22HH_i5izexaiO0A9cZ0vJvh-sGCbR_6b5B4Di6ks1BfDHczJLN498PRmB5Cghcbz5ltSdqpml_qeuIGdiyuFNB3Iq-A1SHumUP_WedhnsNgnVQ9C_5DojQrwbzhizEilFyEHaxbWFReHAV0O-S5/60I0VELvUvQYL4Sd_BkwXUvOqvcUf6mpjdcCMs-4ZPE),SP Doc Dam Siltation Practitioner 5 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/5lC6I1zrhD80LuuEgxzRyg/xDXxtBPIDmCC2aXALNR1h09xOl_r_wpzTrQ3GIKj2SSEXSF7pd3DhTgtpjwimjZojWFFY3G-h-oYfbnIt6aSVExJmUNQwO9k4x9Wv98C5f2js9ouOdL46fBOXT2W5u2qY4T7EiETSs_W1JZW-2ZH05LTMNs6B9pctF8vj-9Sncs/i1ybVmjvD7q0YoffxTg6hTK-mW3ekXM2Czpia6-XQPg),SP Curr Dam Siltation Practitioner 5 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/3F4HrxERPma5xCFk_0RR3w/pn7l7SPw8qY7plu2z4aBgHYaMUKMDbk73vWLtB26N1HdO2fv9Wp1HqS0kfrFgiYhnglFywki6yULvf7Hr-SbiuX-B43wiegq-K9HCT2VgLCIJzRTe5ADtemxV2S8XemWVJfHNDfxcQH0xZFzdzuKTZ6w8A1KYAJSJoGIZhE6hSnPHdzNjpvO35W1uONeUH6I/w5S3dIA-aCJk2mg5XoMqgWaLVQ1cCHsX-spng_U11NA)"
SP-20802,Dam Siltation Process Controller,3,60,"SP Curr Dam Siltation Process Controller 3 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/jkkvSDVK7Rt1s3wTq_xr6w/5pbKgr-y_DkPX7p31sbyvJXGhKQ2Q_eweQA7cGBNkmroZqbq-_XOpawuhm4TlBMHu1-xxBrvgp92z02LQ0mNbiWAY3C5QL3kD_AjP1X4yGZMDVmsZlh0_vqDVT_POfjBV-2wv-uRTRg7jBXnmgfbYW0Uk2f5lOcxxSiSvhlym6H60KRwFKFWBFB_nmH53-f5/RTLI8xo1_ugiz0ZsUnbjyjHPt_mpCaaKuiOtR8HluaU),SP Doc Dam Siltation Process Controller 3 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/PBEFOv5JikLufyWxSS5iXA/o2JcdMOgtr4BEYsQ79zjNty577_hjhRkH20wNqIS0SF5oLy-K_RvvYVY_8pIiq9rRwIbrgt_ckqEW4t3sKtoFPy9E4XlGhUstrqW2PqEkLESH3fAkw9GdBno4EwPAJpxzhMVgaM1MXufeNFCye35VeOiKMzQy-69j58J3yGLnBgh7-qMTLlPjMpQqzRronA4/4XyYdy260RyItfRkFxzyUhw3iYCRLYVMLJc0P9G5pCg)"
SP-220804,Dam Siltation Network and Partnership Coordinator,5,58,"SP Curr DamSiltationNetwork & PartnershipCoordinator 5 58.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/9-2j9eV5DDw_r6orchT3rw/yGtKPI7Aze8asC6IUq4USK6eQzWT6Rd0OGoo4PCZwmg--gWsJ2iiRx9qAE_l1JHV0Ir2ZRNb0p8yUO0uUU_XxKtDQ-odhrtkbtGXA7ml-FXct_e9gAR0U8DAWsOBHCj4cRXFOvVEQnjxHxm9Tv9XWBGU7upLuzfMIpcgstHtCk3pBCjZ44263EuuwSDWfGpQNNfCvMn_QHvNjHU-gRotkA/mzS6p_bKT6hkPoVtb4I7L18u46ePtXdf6R34lJdxbyE),SP Doc DamSiltationNetwork &PartnershipCoordinator 5 58.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/qgytiFCb0crAvzCFyBe9oA/gRxlUKgOM6ek1t109VX_GfYFHkxeM9Ly5gyC_0GomeQ_zQK7QwQ3TTczJp1ldYjcroJ8Tu1_R9AzAOj9erjjsVyBdB30l0SBXSf8W0xLaoLHif5doG9mvG5Y1KQUu6BfQi8UAEKYe-RI9H33xdC2PHN4GO2qFP1keYY3irdbvDPp76tboC_jqVf7Mo1E4UbwvawNlX2Z9gO54Cd3c6UBJA/aK8FTWDFkeD5wm5ZL_bg_mSAwDphb3gYpW1lOrtTRow)"
SP-250207,Dangerous Goods Rail Handler,3,10,"SP Curr Dangerous Goods Rail Handler 3 4 .pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/9XjqOUTLPFyO98WbpjMFew/4Ob3QidisugiADMQ3w9iTgidl5KjCenl5u-01jhGISLvzfZMCnlNjWBFyDzapPfCfvhF39BqQOuIwTDthMYxeoCK9W1NCVR8F1Q-UC_UfspC5Y30wa1KJLIZgynGpieOJrBLOF_prkdkgVWaq6Q1UMjUAfofcWRA_yivD5tKWIqqIQFoddlF8KJ4X_ajV-9a/7V0_suI2W3UI8fqS-zSc-CAKfgn3ABgjJGsyCCu7RPI),SP Doc Dangerous Goods Rail Handler 3 4.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/dpLCFIEdG8rSOTf2MzP2EQ/cckWWJEQIQyd2h3N5Nhjxo0ou_-iuFNH5SYpM297SXLhvrI1y4gS4giIe-97TnJYE_4Pnn9z_cKlj3kdx-dYo7h8-t84U16bmc3zEJ12CAKVxC9TIQz-Iils2wy075EqMu_OD_bmD7Zi9EWZTrklPaO3nTBOdGgiWVnvNcoy6xpUp0sDSlELdcomGNjKqKXF/sZcNnduzJfRmSxQN1IRFd3AaZGDhGePWNY3VN_SdBFI)"
SP-250120,Dense Medium Separation Plant Operator,2,24,"SP Curr Dense Medium Separation Plant Operator 2 24.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/oLJhP7FkYEWJmURHfHII9g/8reAmJB-ZUBYlZNcqfwN14PpmKoyKfmH_Y0kaRVCu-Qu9LlzLAbbQZJyPG3BpIPn3mTA48ajNkfj_Hgo3nXI1Zlyc3jy7NPCPIkrOfrFmY-A71sRo45aUs0ceRdsdLUKvpInz3M-paAVp6doxkpTEToxAUmknyPWwyvyL0qJ1droanmY-N00mxMV_iYUtp1AdGHlpZYGvU_MNAVqZ9M90Q/KGnwVKWt7WQ_qmutxPoBjL7PxHuKxNPKyQVKaJqkNd0),SP Doc Dense Medium Separation Plant Operator 2 24.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/h7D28EdDmKYgZRxT7CH_pw/AvXF9-ZLtGuipHBzccR3xy9Y_Czglv9NB32iFYyse3RkjWPTlEUBGRDA0fG43wCi-K6Clbtp05kXwu2CapWqINIQp0_3RsMX3qyQ0AWPS7hUzQAZE1qv3NrMRKztGzfHQ2CgYwXDr-kp30ITskfBkSh0GeAlY39JmogQWp-4qfoYfzBVE2mytfDkky6lh-QQ7feHCHzro-5PAZLyVaRSeg/9mdITk3yMN4p_E395-qnP6dhYgQaXrLAiC0a-uzrr_c)"
SP-230202,Front-End Web Designer,4,60,"SP Curr Doc Front-End Web Designer 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/NF-Lc2vhWCkgq83SgU8xsg/e84pdK23AY85N2w6HICgCNAU4Rii1LauUXZ-7Da_WUM9i0E1rfQrcn0PVk8r972vl_APwM2V_BEhPSj2R7DWifqOLv7nP4rTBYGvgjaFSw4Hg1LIKNl4EwFu5q-YFzWgWE__TbxNVI4Yv87FQoOlzU8ItaefwH-oIiwOrRIpE8Q/lafsBa4NKSSrIW5zR4XudgCVP3Mali8RXgutO2Yd7Yo),SP Doc Front-End Web Designer 4 60 (002).pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/FTkP8j2AABd4lFWjXIe9yg/V67EH7XN2Rn6RSYYZLqa6RYKsDkHlqVRgF5zHtERsA4nPHdf-copHM-S5v6XnmC47omRlwil5rM1sEeyhQ6SyqiBV92XS-xfdK7AennZHrvdtjO2V_UM6zdbweFr-bJ2mHIlXWcytftFNkihs-Nvpr19XPlVml0dTz8wsk18goM/GmXGdoBZPfaigU-5vYrdsbbcA_LPJmj5lGRthGKbKN4)"
SP-220319,Learning and Development Facilitator,5,36,"SP Curr Doc Learning and Develop Fac 5 36.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/vTb1mSfbtuavpRw5-HW_vA/tCQYVirnTFgdjvK2yLuT2Z1CFPmdYC8RFQ3KyPNE48cG1gkAjMp_qVWexnh4Aozf2Segaq_dIJHjMft8Cg-SsVK4SDU8eJloImDxVEmJoZfuc6vMnRohInF53Fde-Uy5VCYuLcNB85wHNIe9u2tDkV3tZfAO_nrHW_v0ipfxLIH_-iyQTJnX-QYP8J55Oi3x/lEAfH4SRqfVdoecfOLTEjnRtcBQUbn0jn9aPJrqoBKU),SP Doc Learning and Development Facilitator 5 36.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/sxfwReh4SlVC19Lh9CVgNw/USAI6SzqlmG1d0WDnJjH9UujJBZvws4KJ21CIGeQNkCgKtRj48FEb4h2wys0jgW9grAFY1lW8crFC7y2447HA385Plu_AJl3RmEwRwMjeIWOt3F70FrAgrchCdIUQaTacsYIPeIxLGkWx21GY4oV0hSOQeNqUYrT_eWps1uEBA9xP5x3meY1IThbEpr59QFL/mttbpXPSpH0ObEmyQKnMGuzk_GV_mbi0if_kfk2-gNU)"
SP-220325,Red Meat De-boner,2,48,"SP Curr Doc Red Meat De-Boner 2 48.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ZBjwX8tceB-F_91oB5B-uQ/vF99Dmqv1RAZBYRCShN6fBD1KSKQdoKMvUysX8cw3ZurmNVZjGJ11oeSi8Sfh2qOddJy1iU6QvfFHR8lbHv89Tx4VwIDYL_UetVtKOhuJs9f1FnUVTmAXYcSPJ3k1UWIB8kwNrjm9v5s-PZucOPYscKElj7Y14p0z9I_iR7Y13g/jHmSnH33PvJp3tWCuJQw5cw_1dlI7OSjDtxMPFVU1Sw),SP Doc Red Meat De-Boner 2 48.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/aB5iyIwOvwxcp0wLmnRA9A/Raq03IteV8rE934QrIPY799AafvhW4mVSbhtnGFPpj-1r6vGoqci1fpk151ib_s_I2gxMVqKnAUEUcMnITQYda0oQy8yQCEi5bb8VMRP3vfeEC0pV5-dDlKZE7g0wqE1X5ATf3V-yU21lEanda-WfwQ3e_vRX8WvcdEmFJ44TkA/RGlXufzleSeq9M3cZEzrretM7CCMSIKMaJETwU78ZlI)"
SP-250116,Electrowinning Plant Operator,2,24,"SP Curr Electrowinning Plant Operator 2 24.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/J-P9IihldUnH043gGhRlEQ/GWflOCNDqJjJsxyj1oJtk-Qg56RvgqkqdnfS7Vro4i4b7U7kdWIXc2I1jsjKyrHbK_b_nKM5dbNSeIfNne0eo0PM1BqC6IcRdMjLaw6VBsPb01wIihHIDYBQZLZN4amrveEpHO05hwhMtJYku4CoQ_NfDDs71mj1acg2Gqwos5xwenD6os-RJuC3Wa30bCig/0Jc7nTO1vWijP9_UcH8tcFMmUE0xCchVdQtZkfcDEbA),SP Doc Electrowinning Plant Operator 2 24.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/uXokYfN__3loWL-oIbiOKw/38BMwNd0Lcdoe1oXcsu6gyUGe8FlvxEtLoBVSorfGaXyVOVY11tnwwUkx0SDpm-_SzpdyMmnGMWty78sHjDGjTfV6zc6ftvd_BJ8MYIzbWl5EL_rEtJW3CKoVCP6M8rko3yGygPk96PuWFZI0dbJbGhPPFcHDoan1_LxILJlG4_EFdPnB-BFqN-XZ8LPBKKD/mHNQfGpE6Qjcnsg0s2gf-OCiZHOgJTfMpfzEhCsJFAs)"
SP-250707,Emergency Response and Evacuation Co-ordinator,5,4,"SP Curr Emergency Response and Evacuation Co-ordinator 5 4.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/352tYn6c-8NC-26kvR72xg/rA-aCIwOjelgUITtjTAlGT4xtpEvgX2CYIJ7t95DfXizkRaGMiiwQxXo7nJXLMXdtYsuF7zFeurUMkb4dDU5u_ikCgdzECzly-TPZPRT7hXs9854kiei_JEhi_oHIgLZ7rwCWn_fui06p2chp22f0r41Eg7d4dNbxbUGhRq4Y7Q9Fq6XEDFacMFB11cBQQMKrDst0oXSyTpXEaQYcl00tA/nOO6LabgZ5h43SWd1xlBY3QpD3Dt5Cv8kYNEk6CQyAE),SP Doc Emergency Response and Evacuation Co-ordinator 5 4.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/JXa1ZfpIjraxZ3gpiI0m0w/P6q2YdsV6Ey6gZXVP2vanSMVyQqDKPXE2SdZ1RJaIXaavLg2SHdVne67wQ4Jp3eCq-snYNCW0X97shBwGuahOVkNNwWAUSskQm1u3TGcGYT606p3nmXhGX0YBW35NekLrs5CROSIO2dHuh2-CpkNM2jc-yDBlbYB8UHXB4FQ3XK4v1el8l_vu3kOnhBkY8OXBRQQ4h5iE3kq-54x5HPFuw/UaChQzV62uWA4LbiB3pA_YvRN_QflUQ9wZpDOfGH1es)"
SP-250604,Essential Occupational Health and Safety (OHS) Compliance Ensurer,2,2,"SP Curr Essential (OHS) Compliance Ensurer 2 2.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/wyKCoCSGCTXrH2pA1i0-Fg/Hh0ileDkY1_5gdaXvm6dCqh0PwTUMBCg4TwAXOyssa-9omLZ1GF_IZ7fO87w4ltcv08f4dTabJjzm4afd_55U2n4v-FF7ZQT6EOo3MxdYz3MVkwLQNDZNVxrNNo2NmyDXMoFSiuL3CVUV2qNJoYAN8UkLMHN5YxUrJrKjVM0wZSp1MXBaLwq6yhN3sux4FZd/CodWlbTR3pcnp3zVn1qIclQ3phwrY1PmEy2pIxOinfw),SP Doc Essential (OHS) Compliance Ensurer 2 2.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/AM2MZ1aaGWt6lq6YQsa4Dw/Pzo4FbHXeOsAaKjkySoqQAahiNcIcpvdbtwvt0eGz2JDCAlzqimjXn9UdQj4jRyzhc4LY_w9a7_OtOzVsHA0wKu2oJxqJPdgu99KEFkqIJRh4g3jED1VK72qZbtDDJI9oTKi_wBusk79dnavQxO06hD0wokh1juxpZhgzVdG6Geoirmbo4vurJt3pTFLpFiw/KfAVvROvFAKFI6UxuxYgcM5v2-Toudndtof_GTWL850)"
SP-250815,Essential Occupational Health and Safety (OHS) Representative (Low Risk Work Area),2,2,"SP Curr Essential OHS Representative (Low Risk Work Area) 2 2.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/6YD_0xPn2M0a3xWXzN_xAA/WBnB8pvVzU0JrHAvANMV1ReTHHYtL52NpYKzs3wZf_fbqfuRVkWfzX3BbZbgbfJ_RbAdQRYeCNW5tcfGHWssd3AdZnn_0P-L10VZ81qIGnOjKy0BjII0iNZF65Cmuxd7fGRWBlI8BBWn7dBFV89OVpaseig4XVFkRvxWKTRd85HwpoqDvvfuavFrv6_eE7YnoTafH15Epn47noJ8qEk9Rw/6Y9i_cyfLSFECTMOx6wFNPLH1GiIrNFMWDOFjtw99YY),SP Doc Essential OHS Representative (Low Risk Work Area) 2 2.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/m74XvlUfPw_FReHSyVwvtw/IfboxWZXK6hB5o4j7SOfSnjcFpqHARoMre-BRmTTyVlCNxKUmpuD_86LG8lQdSfeEDkVn--ZRkceNyWJ4PwwiVbZr0FTFuv2XD9czFZpW1LXu8haABArzeEVEP8MUvmebpCKXHLySqEqKifbVpqv9PbUDMNSZnsEe1Td2qh67rrOR0Kjn05rk_s6XIp4bzb7am2ui-KG-Yts5zulI7qbxw/CRNOikLMx1s3zW085AWu3vQFyQ8Mdu2uxdvaMBWk5Uc)"
SP-250817,Evacuation Marshal,2,2,"SP Curr Evacuation Marshal 2 2.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/fSToly0ygFGF00bgy7wAGw/EVY155yUCHNEeNoseHECPulP_P1c1GhLQdPAcj1dU63sO2OSFWHsc33Q8JGEEUtb0SQcDtchp3upWhxMRj7b1PldcTLmupaujbHwYVgIUxMC9_LqnW0w2MN65oCpkAeiDRaXgsZ3gtFqON4tMkb4Ul633GjaTc6armIAdhMUz-pC2ZbfaznKcva0Xv07rRv-/w7IPyygULEGHCDi0UIyZ2gs3vFn0DpvNARTm85v8yuI),SP Doc Evacuation Marshal 2 2.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/-SfXTLu9fOQCjwiYrh0Vfw/38CYjC9F0XCFQyjR_jC3duGKgVYdqSPIMQJOwQofF8-cky1zIyBU0izfj0ZjcDb2QqsBoeiFBq4zPueSdYgI4xaN7JAWt2xPJYspr12HuYvtUfxMd9nRlmQrfaRuBQI-lzeelNqGIsmG6eTG_ZVe4IDa1VJJantWo2v1U-ETu2n-OVSIsugy_7XVuUCD0N8r/IZy6ok4gGi0b1FnwBJtJ7lyAkHB0VGqgABNLV4ZC078)"
